bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
-0.36821205212873787,-1.5138506740442639,-1.1215047201698316,1.458969056971812,1.0,0,0,2,-0.7690515163281549,-0.6795456917635454,-0.3930146061488909,1.2062394458745034,31,33
1.9200058888415028,2.0809529590677247,1.8835850844524988,-0.9030533206174143,2.0,0,0,2,1.1341428874104473,1.41111201926156,1.0896738016943823,-0.8359051728251414,34,55
-0.36821205212873787,0.6430315058229292,0.8492751051871386,-0.45610179195514966,2.0,0,0,2,1.2794249029630125,-0.6795456917635454,0.9578792765527581,-0.8359051728251414,31,36
-0.36821205212873787,0.6430315058229292,1.422338742347676,0.8309633420710493,2.0,0,0,2,1.8750811667285292,-0.6795456917635454,1.1885196955506006,-0.8359051728251414,31,36
0.7758969183563824,-0.4354095841106673,-0.3108293310159006,0.8825346723013106,1.0,0,0,3,0.0735841738767224,-0.6795456917635454,-0.49186050000510906,1.211334617078844,3,5
-0.36821205212873787,-0.07592922079946847,-0.14310338843232864,0.5254170737175656,1.0,0,0,4,0.24792259253980048,-0.6795456917635454,-0.3600659748634848,-0.8359051728251414,3,5
1.9200058888415028,-0.07592922079946847,0.16439417297088654,0.815991020391296,1.0,0,0,2,-0.3332054696704598,0.8635588092311752,-0.458911868719703,1.203182343151899,10,72
-1.5123210226138581,-0.7948899474218662,-0.883892968176438,-1.547417683279389,1.0,0,2,2,-0.5220720898887944,-0.6795456917635454,-0.887244075429982,1.2042013773927673,34,58
-0.36821205212873787,-0.7948899474218662,-0.883892968176438,1.38161206162642,1.0,0,0,2,-0.5220720898887944,-0.6795456917635454,-0.2282714497218605,1.2103155828379757,17,16
-2.6564299930989783,-1.5138506740442639,-1.694568357330369,-0.6812411475840323,1.0,0,0,2,-1.3647077800936718,-0.6795456917635454,-1.842754382706758,1.1980871719475588,34,56
0.7758969183563824,0.6430315058229292,1.5760875230492837,-0.03244054146139007,2.0,0,0,2,2.0348913838363507,-0.6795456917635454,1.1885196955506006,-0.8359051728251414,16,17
0.7758969183563824,-0.07592922079946847,-0.5903725686551872,-0.8378959947888583,1.0,0,0,2,-0.21697985722840774,-0.6795456917635454,-0.49186050000510906,1.2072584801153714,34,50
0.7758969183563824,0.6430315058229292,0.10848552544302924,-0.008595732860301509,2.0,0,0,2,0.5094302205344176,-0.6795456917635454,0.8260847514111338,-0.8359051728251414,1,44
-0.36821205212873787,0.6430315058229292,0.4579145724921374,0.8029595552255848,2.0,0,0,2,0.8726352594158303,-0.6795456917635454,0.5624957011278853,1.202163308911031,32,41
4.208223829811743,1.361992232445327,1.2126813141182111,0.6410366689112159,1.0,0,2,2,-0.3767900743362293,2.8048838266116305,-0.2282714497218605,1.2103155828379757,31,33
1.9200058888415028,0.6430315058229292,0.37405160120035147,-0.8808721033140762,1.5,0,0,4,-0.3477336712257163,1.2617793256169096,-1.776857120135946,-0.8359051728251414,34,46
-0.36821205212873787,0.6430315058229292,-0.35276081666179354,2.3439996273750063,1.0,0,0,2,-0.6092412992203334,0.41556072829722407,0.7931361201257278,-0.8359051728251414,18,19
-0.36821205212873787,0.6430315058229292,0.2482571442626725,-1.0139594071341054,2.0,0,0,2,0.6547122360869827,-0.6795456917635454,1.1555710642651946,-0.8359051728251414,30,30
0.7758969183563824,-1.5138506740442639,-0.29685216913393625,-0.9000034032382053,1.5,0,0,3,0.08811237543197892,-0.6795456917635454,-2.1722406955608187,-0.8359051728251414,34,49
-0.36821205212873787,0.2835511425117304,-0.47855527359947253,0.13613671004398023,2.0,0,0,3,-0.10075424478635567,-0.6795456917635454,0.6942902262695095,-0.8359051728251414,14,2
-0.36821205212873787,-0.4354095841106673,-0.6183268924191158,0.705084933874605,1.0,0,0,3,-0.7545233147728985,0.1915616878302485,-0.7554495502883577,1.189934898020614,2,3
-0.36821205212873787,-1.5138506740442639,-0.17105771219625732,1.4190428658258032,2.0,0,0,2,0.21886618942928748,-0.6795456917635454,0.002368969275982,1.2164297882831843,41,40
0.7758969183563824,0.6430315058229292,0.4159830868462444,-0.3568408445227112,2.0,0,0,3,0.8290506547500608,-0.6795456917635454,1.0567251704089764,-0.8359051728251414,9,25
1.9200058888415028,1.361992232445327,2.0652881889180352,0.6496318906162595,1.0,0,0,3,0.3060353987608265,3.153326778449148,-0.06352829329483015,-0.8359051728251414,30,30
0.7758969183563824,0.6430315058229292,0.737457810131424,-0.8476002773590688,2.0,0,0,2,1.1631992905209605,-0.6795456917635454,0.924930645267352,1.2082775143562396,32,41
-0.36821205212873787,0.6430315058229292,1.5341560374033907,0.4979678173046846,2.0,0,0,2,1.9913067791705812,-0.6795456917635454,1.2873655894068188,-0.8359051728251414,31,36
0.7758969183563824,0.6430315058229292,0.15041701108892222,-0.48077839620511337,2.0,0,0,2,0.5530148252001871,-0.6795456917635454,0.9578792765527581,-0.8359051728251414,6,65
-0.36821205212873787,0.2835511425117304,-0.4561918145883296,-1.6095250917287358,3.0,0,0,2,-0.07750912229794527,-0.6795456917635454,1.2873655894068188,-0.8359051728251414,34,59
0.7758969183563824,1.0025118691341282,1.9115394082164274,1.3400222791826608,2.0,0,0,2,2.383568221162507,-0.6795456917635454,-0.5577577625759212,-0.8359051728251414,8,3
-0.36821205212873787,-0.07592922079946847,-0.24094352160607893,-0.10591582377869785,1.0,0,0,3,0.14622518165300494,-0.6795456917635454,-0.09647692458023621,-0.8359051728251414,41,40
0.7758969183563824,-0.07592922079946847,0.5138232200199947,-1.0694124503924507,1.5,0,0,4,-0.1588670510073817,1.1871129787945844,-1.809805751421352,-0.8359051728251414,34,55
-1.5123210226138581,-1.5138506740442639,-0.2828750072519719,-0.24454843192456158,2.0,0,0,3,0.10264057698723542,-0.6795456917635454,-0.8213468128591698,-0.8359051728251414,34,60
-0.36821205212873787,-0.4354095841106673,-0.03128609337661403,-0.6812411475840323,1.0,0,0,2,-0.8416925241044375,1.3862232369874516,-0.3600659748634848,1.1909539322614822,34,46
-0.36821205212873787,-1.5138506740442639,-0.9258244538223309,0.08567444067888583,1.0,0,0,3,-0.5656566945545639,-0.6795456917635454,-0.3930146061488909,1.1736303501667247,31,33
0.7758969183563824,0.6430315058229292,1.4363159042296403,-0.33992766632891586,2.0,0,0,2,1.8896093682837858,-0.6795456917635454,1.1555710642651946,-0.8359051728251414,21,23
-0.36821205212873787,-1.5138506740442639,-1.2892306627534036,0.5830882387062449,1.0,0,0,2,-0.943389934991233,-0.6795456917635454,0.36480391341544877,1.2154107540423162,19,21
0.7758969183563824,0.6430315058229292,0.9471152383608888,-0.586970974044845,2.0,0,0,2,1.381122313849808,-0.6795456917635454,1.1885196955506006,-0.8359051728251414,34,46
-2.6564299930989783,-0.7948899474218662,-1.0655960726419742,-1.608416030863569,2.0,0,0,2,-0.856220725659694,-0.43065786902246145,1.2214683268360067,-0.8359051728251414,34,60
0.7758969183563824,0.6430315058229292,1.7158591418689269,1.646123077968728,2.0,0,0,4,2.180173399388916,-0.6795456917635454,-0.16237418715104837,-0.8359051728251414,22,24
